id,sale_price
dd3edb2c-9e42-4a78-b271-c86b37c3aba1,100
9499144a-b15b-413f-8505-5f62c007132b,100
807e4ba8-40eb-45bc-bba2-9ddd52aea6a7,100
e7f00641-5c8c-43f8-898d-0f5bf0ac7ec0,100
dcb6e4ef-f852-43d9-bbc5-14390ad1a991,100
d628a77e-bbc7-48af-a7ee-5ba4d8f028da,100
a0ff57f6-3393-4a80-9c5d-428514375946,100
2b8c6ff4-83a1-4546-ac93-c325661a332c,100
dd618928-a3d7-48a2-a719-b06e2fca5a16,100
872108f2-f20a-49d3-932b-9d6ad5654e41,100
dce14250-37be-4490-998f-4d98cfba0d1b,100
b65f3280-b673-4a05-83d0-37b37a078322,100
e214ebf2-7440-4169-af8a-2ee9b249f017,100
803cb893-a306-4aac-9f49-ca16025a0bda,100
45e1f485-82c7-4c49-a4ad-094a95b07217,100
d31ff29c-b4ca-417e-afa4-a4b051e35a13,100
2d41b3ab-aa80-44ba-b0d1-003b96b5c776,100
0bdaa833-d74f-4709-9055-45ef179c4f9e,100
5035665b-14c4-4961-a327-aaf4a6df120e,100
a9906a30-9035-4a1b-aa90-750a1b7e99bb,100
10caef26-5f33-4486-8591-bca24991ae29,100
6eac8037-8077-4d1c-9770-f2e4f4cb0647,100
55ff12bf-98dd-4a5a-a45e-23c9ba8b2273,100
d8b319b6-499c-4623-be5c-2f103dcf6cd2,100
cb40eeb4-85ab-40ef-9d5a-be62071886f0,100
867b5dfe-ecbf-4e1e-9eab-352fa8cb4216,100
1314d5e0-d5cf-479c-a320-0ec20ccfb844,100
cbe45f81-bd3c-4d1d-90df-1b06b011177f,100
2b53a7c9-d33d-408e-b783-7642e7b54efb,100
497a530f-2dd0-4ebf-97a9-f93a43dcc0a2,100
2d7a178e-55b8-4a0d-9591-177f74179b37,100
3db1b56b-bcb7-4a78-8b87-5871e1d642b0,100
b266fb28-b535-4ae0-9ad6-6df23cfe953c,100
61a90676-f0bb-4232-88b4-a6d77f5a1ad4,100
eab80a3a-543b-4084-922f-636cca8c4f7e,100
9c9ff424-ce97-453e-87e5-fb3763cf1e77,100
9c42210b-e0c3-4c5a-a0bd-f81a3cf52a93,100
a01fb1ab-a96d-47ab-93ab-4d38a590d181,100
cedede10-4570-4eed-8ec2-e86925b93829,100
56e1afcb-8a5b-416f-898f-80b16b497fb3,100
9388fd35-8095-414a-a464-9e14c0571626,100
79a9c48a-1f42-40a4-ba49-cbbe69d5b4b4,100
069aed22-2e44-4688-92e5-289417b86e6a,100
013a2ad5-e81d-4a15-bbe6-40a63ea66b4d,100
43b7d5ec-0856-4495-859a-b094c9db59d5,100
27eb55ba-6249-4215-a98e-7900205e38aa,100
908427f5-e6e3-4472-9efe-ac227bac8706,100
a749569c-be2f-436d-a92d-92557ffc2786,100
04d19e58-5c91-4086-9f74-9ad892c43acf,100
80b4d255-e8d1-4af3-9d65-b35bb6148cb9,100
7222a142-9aaf-47f4-bbc7-31a2e5cd195e,100
2bbd5343-bada-48eb-b447-31588e95767e,100
c20759e3-c73f-43aa-86ea-e0b77ff62a37,100
501bcc03-4e04-41cb-a6c6-59dacf7cfc61,100
d2c6e0e7-00ed-40b0-916a-c5d79749634d,100
c054ecff-ba5a-4ab2-9605-33add5409f75,100
6e05f91f-7a14-4e17-bae5-cd31e9d5216e,100
4eab4a8e-775c-4e97-afd6-ee1fa9ae547f,100
9f0115bf-8c86-4003-be9e-d36d34f286b3,100
bd1c98f5-e7dc-479f-98a4-153117d69922,100
d7392ca3-bb91-4827-8a04-0f2d092aedaf,100
182ced5d-2597-4bac-9942-7d4981caf79e,100
88a9d28e-4bf3-447d-bb72-8569da4480b1,100
af7adbaa-567d-4787-b0c3-ada44030463c,100
1e6dd699-2547-46db-a185-5185857ae947,100
a206348c-ec44-4279-8ab9-683fa2036c64,100
2d709f24-41fd-4d9d-ba07-ca6ebb25f2e2,100
86300b3b-b8d5-4a77-b0fd-2eec21aabc08,100
29142610-4979-436e-8caa-4aa0edc27371,100
afc0f764-8441-47dc-8ec4-6df0b617b22e,100
ffb474bd-eafe-443c-9ef3-a43180506a57,100
2d28be4d-26ce-43fe-9d86-d6e41df8c95e,100
5b9e2d3f-e7ae-4411-9749-10cef925d9de,100
5d26571f-4ee1-4422-a852-3dd4b7855c84,100
0db14031-9b6b-461f-b28f-ba6619185d77,100
e38aefe3-811b-429d-892f-14c81ccf556a,100
b9879dd1-fb01-46f2-a09c-ea2abc66b1fc,100
21d6aabc-3c73-4638-850f-ed7d63973f37,100
89c55f7d-c887-4bd9-b586-9ce30ef8d166,100
377e4546-1e9c-473a-98b2-4bfbdae699b9,100
521b9095-b991-4439-bbe9-ef444319c5e0,100
349d659c-f210-4313-a41c-13f6dae171de,100
23fcf322-715a-4704-bb46-318ec7ae87f9,100
3a95b98a-8820-4d88-85bf-4cd1dc0221dc,100
20791a49-da7d-4afc-a23b-e0c6b72d3049,100
10786c11-3b63-4593-8b21-afe36f10c1ad,100
86623db4-de9b-4b67-a069-83c216ec3d11,100
79967f5d-cb91-4aec-9ced-e9fcacb454e5,100
17613090-a970-4847-b7aa-3ec150089233,100
ffd97b29-abf1-46fb-9e78-218906ffe20f,100
922a2fe8-4a66-489a-8922-0a402d66cac7,100
7de613cb-4d7d-48d6-abbf-c6e28901e4db,100
b01f1b3f-2f9d-43ff-8633-833fab8ca7fd,100
cef9540a-5f2f-43e8-83a1-f41720c59a6e,100
30fea3ac-ec45-4a37-8019-1b2a20182b36,100
158269ad-570b-426b-ae48-41f1213083a3,100
87d0b54c-61d1-4bca-ba43-ddb1da0956a4,100
e0d392ff-50f8-461f-811c-bea4c053263e,100
5f2d4d54-7625-4c32-8663-63eade026e79,100
c13b987f-0a85-421f-815f-019b990d3707,100
b313a8fc-1ad9-49d7-8ffa-78dcec58a5e6,100
df840e43-710b-4bf4-b263-4d9614f42fb0,100
00453755-2914-44d5-a31d-df60e8dd2567,100
7fa8e036-6698-481e-b314-6010463811e8,100
f6ba4922-9fda-463d-bbdf-ec3f55b571b8,100
0f62c6b0-8b20-400f-abd0-650ce5da61a0,100
b5389e34-1710-48ed-b630-52e05f97988a,100
fbaeb5de-cf2f-4fc3-a777-63a75a6d30c9,100
6af642c1-3dfd-4c10-88b5-a44f9743d86d,100
1c0924dc-263b-48cb-9216-aa7c29fed88b,100
9809d031-7849-4e87-b4a5-633d232b249e,100
88a2ccf2-3f63-42b6-85e2-c0b5bb0273ba,100
d835c986-5fab-48d8-a999-8d55c4a99327,100
b8c5453d-d4c5-4223-8831-285318b90fa4,100
0b382a03-8d46-4798-84ee-1d2cd5ad9823,100
097841dc-e395-4a21-8301-92a37290a4cc,100
d0728f04-2d47-4eef-a8df-14d12e11a960,100
32817493-5cb3-4179-9656-8ce9e5a88b87,100
be8c5401-f1a2-4a83-a9dc-c85d00807dcf,100
ad2670ab-562b-45ed-9965-123553822f6c,100
20d6f3e0-d546-4d06-8919-c38415996018,100
6a732355-6847-415b-9c4b-d57f42bda2dc,100
bd262bd9-14f3-4dfd-8004-da0ee613ffd6,100
55b29371-fedd-4f01-bc14-74153e4da020,100
2b09883b-0ae5-4220-9534-b126cb962777,100
d68539cd-eb18-4d94-8998-1c4ac3291089,100
5cd79168-b136-43b3-b46d-f22c8cfde800,100
da6c68e8-3de3-4885-8022-65b15304f39f,100
7223f938-5cef-48b7-81b5-f8946c904ccd,100
8388d55d-d338-4235-8069-eaae60771361,100
028d3bbc-f4f0-4c17-a197-a357a7eb1cea,100
ca6290e0-d218-49f9-aee4-e7590d7eb4f5,100
dca25d81-a26d-4307-954e-5fcf50f49ba7,100
4d2f16cf-269e-4fe4-aad7-f35182d4064d,100
b0af6dd7-2740-478d-b942-ed2aa7538243,100
f6f3a828-a4e7-4d36-a3be-1ac59a795c9e,100
675b6bb4-cb22-4e6a-aa4a-0f9b667953a8,100
6933f6b6-23c5-4e08-9ad7-833391a8e2df,100
c5d5be8c-cf12-4f3c-a529-cc9c09e9b959,100
2259d9ba-96ca-43c3-bc88-f6d2b970e395,100
19d18d00-3408-4550-a27a-7359d78e2549,100
cf9d7e8a-7afd-4237-a05f-58c55db2e1e9,100
0357412a-fa6d-4e54-8f95-b1ae65879391,100
4194cf03-9fd4-4b31-97ad-3bcb05bf601e,100
6d549286-277c-46a3-b2ba-924aff66027c,100
e14c0fce-8dd3-43f6-b684-df0516636eab,100
79916982-3d79-4fae-a2ea-12238b04060e,100
4835e1a7-1672-4872-b428-d14706df666f,100
168bacc7-c050-4acb-b24a-c07e77bc1442,100
c20439ea-d955-4ee9-a375-3ef79e703b76,100
2fda91d8-6ce7-4c77-b690-04c6cd5e130d,100
009b0ed3-63a5-43f6-91ad-7d211e54b9a8,100
ece52882-33d8-4274-9427-37dcba37126b,100
5456f42b-8235-4685-96bc-06eb9cd5ac53,100
51d47bc2-d701-4970-827c-87aa7c7c65d7,100
2d13f09b-7d2c-439b-a326-d145f7954603,100
c3170cba-1f8e-4c26-b011-38b2b1c63e72,100
eb8fa800-2957-4e90-b839-bd24c8f3925d,100
1aaec5ee-bcd5-4d48-8bbc-86ab4d01a7ae,100
d200595c-0ea9-456a-8c26-bdc2d21346ed,100
7b0f2e9e-bf6b-43ab-a731-0e07e94cec8d,100
2f1ceffa-8359-4b61-a76c-2f9ace3ef53a,100
552f271b-ed5a-40ce-8b8a-51347cb174b5,100
8e3e85f8-bcd3-41e2-b762-fa0a3e2b747d,100
2b45e83e-740b-47b6-a2a9-7a318b88a73f,100
6d512cd3-66f0-4f10-b287-cfaa0bdff724,100
80085977-0331-40df-bb11-f3ad17011e8f,100
b49a33bf-fd0e-457c-90a5-f8c483a8fee7,100
f8c5a4b0-60c8-454e-bcfb-e0a589492ba1,100
a12c7a80-97b6-4052-b454-3fee9e04b46f,100
9dec5de8-181a-411d-aae5-a5a692213389,100
966cda58-06ef-414a-800c-8d79f4392a9c,100
4ccfaadf-abd0-4651-9b76-39a3633aa4ca,100
fa488ff8-8073-43fe-aa4e-801bd179b161,100
b26d99bd-859d-43df-a211-743d36a3873b,100
fcfb3733-65c5-4133-9d15-d7c9c4589e76,100
7db76713-0f30-4163-8f5f-a51c1a49a1dc,100
69f69b85-a050-4df7-8329-24677b17578b,100
4ae9b25f-24c8-49be-978f-f6115b3b1edc,100
964cef02-dd74-4730-a9ee-513cd42f1a93,100
8f46aff7-3fa1-422f-ab41-e47eed0ec884,100
a3c23192-490b-4323-af64-16f1079c5769,100
ca3cdfad-8fe1-4770-a8e8-d84af4c92b69,100
086c1ffa-fd88-48a0-9ab6-f624a6f14079,100
3bf802a7-8863-4b3c-8b7d-7422461b3f8a,100
e53daf47-2573-4926-b9e6-f470e8caf646,100
3f449b0d-b000-41b6-a90e-84439bfcf6b8,100
b2b4f362-143a-4c4d-8ed2-bcd4b9b94b9c,100
e64ffe97-7db8-49fe-b631-c3cbe8c4a5db,100
c5eb054a-d6dc-4245-9ca1-67d6296f2da4,100
28bfd6ef-3e7a-4301-8d9b-1f0f7239a687,100
8f8855dd-9099-4ec1-ab5c-31c12de7fc1c,100
b053dcdd-d987-4010-9111-401965178f99,100
c4b5ce19-f2dd-48ea-830a-a7bc5d005673,100
40ebc947-8c74-4a25-83e5-5cd6a843e7af,100
5fc23f7d-1c0a-4c03-a484-03d459f804e4,100
27334e53-b896-4bf0-95b3-3c41450a2a54,100
5e1b2dd7-c629-432b-ae2b-458cd9a37164,100
b35936de-f395-482f-959e-b893f1d30852,100
30a95b02-4ecb-48e5-bc94-e30e77e8142c,100
8c0e914b-9561-44c4-ba48-3674dfa82792,100
2d99778d-ecc4-428f-a691-b3d0d408e8d8,100
cab864a4-adbf-4d53-92a7-7cb8a02b7b62,100
8f386615-ea1c-4d26-9977-8415c43ebbe7,100
6bfcef33-4be4-48b4-a1cd-7450ddbbb0c0,100
54861f3c-26f6-4b4d-a3f9-8522e2aecb65,100
f227d178-6806-4b78-8dad-d85c39b38f16,100
5ed91a73-177b-4487-962f-4d04199911b7,100
24f4b86b-1648-4f0a-9e37-0f1ed5d496b6,100
e426f386-6814-4e00-a93f-928949e31562,100
e55a98f4-67fb-42d7-b43f-afa30a5cfe6a,100
252a1194-7658-4336-b811-bf0bcb2b7861,100
36a1d0f7-5489-4130-a2bd-78c1e06c9c61,100
891b22db-4db0-436c-aea6-919f469930f9,100
6f169b24-c4c6-4450-9352-f8f9569c1c40,100
df771d6a-26f7-4a74-b890-39e2526883d6,100
b8043c82-e8d7-4a47-82d2-c2e966c1825b,100
34af9837-fcba-43ef-94cc-05eedec6202f,100
582cee43-f5c8-4440-9c36-305d9b46e39c,100
96f69fe8-98bc-4f17-803b-5140cc9d99a0,100
e5590a8b-9180-4d5d-be14-e5a1f090191d,100
5ef09df8-d248-43b5-8353-d7c251a6fd74,100
aae983c3-551b-42af-8ba3-a319c4c79263,100
a2a6e44c-6b87-40f0-afd1-b0409ff857aa,100
ec3dc23b-3c3b-42e1-8cf0-f7ad1ecd0a92,100
be2cd7cc-c77e-4693-afbc-b6d8b4c33fb1,100
f02a8785-a285-43c5-ab0f-36989a4920d7,100
2d11dbc9-9f06-42c8-83d5-11c51b757368,100
6d380a84-6282-46a7-a521-9c275f0d9096,100
d3931cfe-a42c-4cda-955b-8a22a40b7ebd,100
c7d289e2-8a29-4834-8f52-b827c93f58d1,100
463aa498-21af-4f88-a689-803d09a6b634,100
2da7aa28-8e26-4371-a7a0-2c48b652ed21,100
645563ea-91cc-46b6-a3ee-c52d90d9f29c,100
32ff886d-7f49-40fc-8aee-1e4b071117bc,100
4577f148-68f5-467d-9d74-43eccf1e46cc,100
6f2de17c-bfc8-4ff8-baca-c5537b2c6d16,100
a8487a8e-f944-4bb5-9c64-8e4f4f73e2b6,100
6e422881-7dee-4bbb-995f-837516514f4c,100
d1387b4a-1040-43f1-bd18-29f5f5f7fb4c,100
bf3e917d-7d2d-4ccb-93a6-d8b03f45f1b8,100
e017a327-3304-456b-b3d8-49a523ac6e3d,100
3f7386fe-bbb3-425c-a26f-141f1bc25936,100
3fbdede1-9a6e-4a22-aeee-a003abe4dbf2,100
cbd268d5-ae82-4f3b-b00c-ab3d856732fb,100
275df47d-9f1c-4c7d-865c-60ece75ad9ce,100
2e58fd0c-6ac2-4f9c-ad23-81a56c9d183e,100
e5dc816d-0bca-49e1-b388-8a5922a36476,100
9ba86c1d-a058-45c9-aab9-0d3cf811da74,100
56e56bb8-3c40-41ca-9b54-ba54bd54113a,100
c7cdee78-80d2-4e72-9068-23bb9df80ef5,100
7593ec32-976b-45c9-9b10-98f5514300f6,100
7d43875c-3027-4ec2-8483-a1e7965ec212,100
284592cc-4b57-4c64-bbae-d00710104c4d,100
17e2e20e-ed5b-473d-8540-577574868c2b,100
713457d3-e156-4dcd-974f-4dfd1a0822f0,100
10110c88-8654-4dcb-8a6b-7ef555a5cd69,100
ef41a00e-c0ac-4fb8-9b26-fe7d83e900c6,100
1d24d08e-a56f-41bb-842e-61c2f2fa44ac,100
cd08c868-71c3-43c4-8bf6-ab7355f65208,100
fd444094-027d-4ef6-bddd-1164ec0639bc,100
dcf968d1-3961-4a85-8e2a-79c5e8177a80,100
2d4bbab0-29ba-4b2f-a1b0-689a51925b8e,100
ddae5d42-284b-402d-86de-b6909e43f867,100
4ae33d26-6a2b-4ec2-b7c0-08efab1eb6d9,100
4c7aaf75-a60d-4f3d-81d9-35392238fdd7,100
693bdc49-90d5-4d76-855c-64b41c3da205,100
483a262e-cda7-48e3-aa5c-002eed9ca127,100
0ba24e1c-a456-4841-aac0-360f03985c9a,100
17412915-e825-43c1-9fc7-fcc7a67936df,100
d018948e-a3dc-4bb1-9eb0-75056e0d6813,100
7b330659-f38e-43e9-a6f4-195c56efd382,100
4b609a92-156c-4717-9ea4-1a3567c3b4a4,100
251be906-1d7c-4526-a824-d16ddd90dd00,100
d7e94833-ce92-46a8-ac7a-c229e1f87d97,100
ff1fbb4f-7004-4f71-a505-a8f4421f5bc3,100
4805a227-884c-40c5-b26a-800fce9bfc2c,100
432b2a9f-0614-4e8f-a568-64fa900d87f0,100
51c0c61a-0f97-416a-8f50-1a75c9974b65,100
91921611-436b-4574-bc7c-fa2a9d474722,100
46eac5f5-e3ab-46dd-8a93-d0c9dbdfc037,100
ea29b5ed-f310-43f2-aaa9-b3d63243a632,100
1e0a7c90-b9f0-47e2-9f4b-bd68614ebba3,100
47249ca0-061e-4153-8702-aa86e78febc8,100
03b0d420-9fcf-4a73-a010-e8a15178302d,100
b6b96162-722d-458d-8f3b-d638c11788c6,100
9f28c8c6-f07a-4b41-ae94-bd67b7b126e4,100
0cce3bcf-c00d-4d86-ac64-f0002773e7d8,100
c9f5d42c-f773-4ba6-bae4-b934092d8c59,100
7da16311-1d46-4e0e-9be8-200571a580fe,100
5b4fa5db-d1c7-4d3d-94ea-0c9c9da762dc,100
1ec79fb5-cc58-4d59-8ce3-8510c93e4e0a,100
3c57e198-a245-482c-a255-f1471294b144,100
b053f2fb-fb4d-452c-99da-f5ff8cb28151,100
be98a534-2abb-4753-a78a-8066c6119847,100
4fef6759-9dca-412c-84c4-45ee86c60cc6,100
fc157175-9aa3-49f7-bdad-9a8ff042a15f,100
265307fd-2a30-4932-b48e-645ca0fbd1ee,100
fd6a4b8e-7800-4dba-8de0-5abe1d4f3885,100
c5aeeb67-6107-4ac3-8b64-4279c0b47fd1,100
9afbbc0c-4c68-4565-86c9-7647557940bf,100
51ffc8ed-b69e-4cd1-bd05-b201cb28778c,100
9035747d-033d-4e49-8277-fc6b4e5feaf4,100
28694f7b-30c9-4375-a8b3-cbdeb1b3aa11,100
0efeb31e-0827-4f37-870a-c1fc3464418c,100
56fc059a-a7fc-4346-a0c5-aab31bb9fb91,100
8033af9c-f749-4e9d-99ef-3637c1a20271,100
7f1ddc47-8120-4205-b94b-54c13a466cc3,100
ee1d839b-e168-4dea-adea-4581f81baede,100
e5506b3c-cfb6-456a-a82d-9646a6c2cf56,100
8df82252-5d3a-40cc-b0ac-8ae31e2b65f4,100
41a7e6aa-7a31-4e64-8722-111b98c5fae4,100
58b096a3-5d95-41c9-9719-060e1c6779c4,100
38809fb4-9ff4-49b8-a061-c9c19072fcc7,100
57633189-63b1-452a-9350-06f7c0c4feb9,100
55a25810-e9a0-4683-994d-517553955139,100
a6b8500a-504f-4433-a535-3d7d02a0c01f,100
e405ff26-c354-4553-8df6-b1d31efadc8a,100
77f68272-8869-4bed-ab8b-5c561274dbe7,100
716f2a34-7c1d-4aef-9ee3-66ecf61742d5,100
aa2c9d6e-80a9-42ed-963a-0c1bf500a788,100
1c31f4c6-c1b5-4dec-8ff6-a56683fbcbbb,100
a8fb105e-3227-417c-ab8e-a7a22577f6cc,100
8f25d8e4-4d33-4cc7-8a05-ca18237fd096,100
f9fc1a15-1585-4d41-aaf2-3f038c7d2fa5,100
4b941682-37c1-4cec-8227-425d88990813,100
7e7c493c-e60f-42f3-8b56-9021be27df90,100
3aecb538-c42d-4c38-bcfb-c55a4d378b70,100
5542ce96-583d-4480-ab3d-7416d56e7f63,100
d57d053e-c044-446a-864f-c49cbe26090a,100
b4d8a6df-f037-4a2f-af16-6670ba09d558,100
72445e39-2d7b-49e4-9084-70fb2060d471,100
b453ef50-34ae-40f1-a666-70148f5e91f6,100
99939b5b-10d3-4a97-b113-74dc9301513e,100
14072b7e-0b5d-407a-9e3a-cd43aa8d0e4a,100
46c50542-22e6-470f-a368-7cdb46ab5b71,100
3b1bbb21-2a8c-4d55-8e30-9a9d8899aa3e,100
